Language Accuracy: 0.9788630694499146
NE Accuracy: 0.9688109161793372
Token	Gold Standard	Tagged Language	Named Entity	Evaluation
voy	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
mudarme	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
San	NamedEnt	Spn	LOCATION/LOCATION	Correct
Diego	NamedEnt	Spn	LOCATION/LOCATION	Correct
con	Spn	Spn	O	Correct
mis	Spn	Spn	O	Correct
padres	Spn	Spn	O	Correct
start	Eng	Eng	O	Correct
teaching	Eng	Eng	O	Correct
again	Eng	Eng	O	Correct
lo	Spn	Spn	O	Correct
voy	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
dejar	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
sí	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
it’s	Eng	Eng	O	Correct
over	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
this	Eng	Eng	O	Correct
is	Eng	Eng	O	Correct
it	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
we	Eng	Eng	O	Correct
reasoned	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
how	Eng	Eng	O	Correct
do	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
know	Eng	Eng	O	Correct
?	Spn	Punct	O	Incorrect
En	Spn	Spn	O	Correct
sus	Spn	Spn	O	Correct
slender	Spn	Eng	O	Incorrect
,	Punct	Punct	O	NA
hermosos	Spn	Spn	O	Correct
dedos	Spn	Spn	O	Correct
she	Eng	Eng	O	Correct
held	Eng	Eng	O	Correct
out	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
away	Eng	Eng	O	Correct
from	Eng	Eng	O	Correct
her	Eng	Eng	O	Correct
body	Eng	Eng	O	Correct
y	Spn	Spn	O	Correct
como	Spn	Spn	O	Correct
con	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
mueca	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
asco	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
extended	Eng	Eng	O	Correct
toward	Eng	Eng	O	Correct
us	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
un	Spn	Spn	O	Correct
pale	Eng	Spn	O	Incorrect
yellow	Eng	Eng	O	Correct
sobre	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Weopened	EngNoSpace	Eng	O/MISC	NA
it	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
We	Eng	Eng	O	Correct
read	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
—	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
le	Spn	Spn	O	Correct
dije	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
this	Eng	Eng	O	Correct
doesn’t	Eng	Eng	O	Correct
prove	Eng	Eng	O	Correct
anything	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
In	Eng	Eng	O	Correct
his	Eng	Eng	O	Correct
absence	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
had	Eng	Eng	O	Correct
given	Eng	Eng	O	Correct
Mom	NamedEnt	Eng	O	Incorrect
carte	Frn	Spn	O	NA
blanche	Frn	Spn	O	NA
to	Eng	Eng	O	Correct
take	Eng	Eng	O	Correct
care	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
his	Eng	Eng	O	Correct
mail	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
The	Eng	Eng	O	Correct
offending	Eng	Eng	O	Correct
letter	Eng	Eng	O	Correct
era	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
carta	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
ex-novia	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
papá	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
hace	Spn	Spn	O	Correct
décadas	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Pues	Spn	Spn	O	Correct
ahora	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
divorciaba	Spn	Spn	O	Correct
del	Spn	Spn	O	Correct
marido	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
le	Spn	Spn	O	Correct
había	Spn	Spn	O	Correct
mandado	Spn	Spn	O	Correct
a	Spn	Eng	O	Incorrect
Daddy	NamedEnt	Eng	O/PERSON	Correct
un	Spn	Spn	O	Correct
let’s	Eng	Eng	O	Correct
catch	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
let’s	Eng	Eng	O	Correct
meet	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
letter	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
con	Spn	Spn	O	Correct
lujo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
detalles	Spn	Spn	O	Correct
wannabe	Eng	Eng	O	Correct
seductores	Spn	Spn	O	Correct
about	Eng	Eng	O	Correct
sunbathing	Eng	Eng	O	Correct
semi-desnuda	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
su	Spn	Spn	O	Correct
Oregon	NamedEnt	Eng	LOCATION/LOCATION	Correct
backyard	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
con	Spn	Spn	O	Correct
su	Spn	Spn	O	Correct
miniature	Eng	Eng	O	Correct
poodle	Eng	Eng	O	Correct
correteando	Spn	Spn	O	Correct
by	Eng	Eng	O	Correct
her	Eng	Eng	O	Correct
feet	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Stuff	Eng	Eng	O	Correct
like	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
was	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
Libra	NamedEnt	Spn	O/LOCATION	Correct
.	Punct	Punct	O	NA
Guapo	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Smooth	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Urbane	Eng	Eng	O/PERSON	Correct
.	Punct	Punct	O	NA
Funny	Eng	Eng	O/PERSON	Correct
as	Eng	Eng	O	Correct
hell	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Con	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
voz	Spn	Spn	O	Correct
rica	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
low	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
melodiosa	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
primer	Spn	Spn	O	Correct
lugar	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
tendría	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
sabido	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
mujer	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
Jean	NamedEnt	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
acuerdo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
llamaba	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
that	Eng	Eng	O	Correct
Daddy	NamedEnt	Eng	O/PERSON	Correct
was	Eng	Eng	O	Correct
notfond	EngNoSpace	Eng	O	NA
of	Eng	Eng	O	Correct
dogs	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
He	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
cat	Eng	Eng	O	Correct
person	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
ni	Spn	Spn	O	Correct
modo	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Le	Spn	Spn	O	Correct
dijimos	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
Mom	NamedEnt	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
only	Eng	Eng	O	Correct
thing	Eng	Eng	O	Correct
this	Eng	Eng	O	Correct
proveses	MixedNoSpace	Spn	O	NA
que	Spn	Spn	O	Correct
esta	Spn	Spn	O	Correct
mujer	Spn	Spn	O	Correct
has	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
hots	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
Dad	NamedEnt	Eng	O/PERSON	Correct
.	Punct	Punct	O	NA
That’s	Eng	Eng	O	Correct
all	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
would	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
none	Eng	Eng	O/MISC	Correct
of	Eng	Eng	O/MISC	Correct
it	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Of	Eng	Eng	O	Correct
reason	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Según	Spn	Spn	O	Correct
ella	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
it	Eng	Eng	O/MISC	Correct
was	Eng	Eng	O/MISC	Correct
all	Eng	Eng	O/MISC	Correct
over	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Guilty	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
charged	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Guilty	Eng	Eng	O	Correct
even	Eng	Eng	O	Correct
beforethe	Eng	Eng	O	Correct
trial	Eng	Eng	O	Correct
!	Punct	Punct	O	NA
Así	Spn	Spn	O	Correct
era	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
desde	Spn	Spn	O	Correct
siempre	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
llamadas	Spn	Spn	O	Correct
telefónicas	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
Madrid	NamedEnt	Spn	LOCATION/LOCATION	Correct
.	Punct	Punct	O	NA
DeMadrid	SpnNoSpace	Spn	O	NA
.	Punct	Punct	O	NA
A	Spn	Spn	O	Correct
Selma	NamedEnt	Spn	O/PERSON	Correct
,	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
amiga	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
familia	Spn	Spn	O	Correct
donde	Spn	Spn	O	Correct
papá	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
hospedaba	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Que	Spn	Spn	O	Correct
would	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
please	Eng	Eng	O	Correct
tell	Eng	Eng	O	Correct
Joe	NamedEnt	Eng	PERSON/PERSON	Correct
I’m	Eng	Eng	PERSON/PERSON	Correct
leaving	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Que	Spn	Spn	O	Correct
llamadas	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
papá	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
histérico	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
June	Eng	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
whaaat	EngNonSt	Eng	O/MISC	NA
?	Punct	Punct	O	NA
Don’t	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
ridiculous	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
slam	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
phone	Eng	Eng	O	Correct
down	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Todo	Spn	Spn	O	Correct
esto	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
of	Eng	Eng	O	Correct
course	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
waaay	EngNonSt	Eng	O/MISC	NA
before	Eng	Eng	O/MISC	Correct
Email	Eng	Eng	O/MISC	Correct
and	Eng	Eng	O/MISC	Correct
cheap	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
deregulated	Eng	Eng	O	Correct
international	Eng	Eng	O	Correct
calls	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Esto	Spn	Spn	O	Correct
era	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
puro	Spn	Spn	O	Correct
telegrama	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
STOP	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ramo	NamedEnt	Spn	PERSON/O	Correct
de	Spn	Spn	PERSON/O	Correct
rosas	Spn	Spn	PERSON/O	Correct
.	Punct	Punct	O	NA
STOP	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Lágrimas	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
gritos	Spn	Spn	O	Correct
transatlánticos	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
finally	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Yes	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
actually	Eng	Eng	O	Correct
cut	Eng	Eng	O	Correct
short	Eng	Eng	O	Correct
his	Eng	Eng	O	Correct
research	Eng	Eng	O	Correct
trip	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
By	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
whole	Eng	Eng	O	Correct
week	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Furioso	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
resignado	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
enamorado	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
regresó	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
casa	Spn	Spn	O	Correct
to	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
tribunal	Eng	Spn	O	Incorrect
that	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
awaiting	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Porque	Spn	Spn	O	Correct
eso	Spn	Spn	O	Correct
debería	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
sido	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
jodienda	Spn	Spn	O	Correct
:	Punct	Punct	O	NA
four	Eng	Eng	O	Correct
women	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
todas	Spn	Spn	O	Correct
taking	Eng	Eng	O	Correct
mami’s	EngNonSt	Spn	O	NA
side	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
putting	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
el	Eng	Spn	O	Incorrect
gran	Spn	Spn	O	Correct
catedrático	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
world-renowned	Eng	Eng	O	Correct
orador	Eng	Spn	O	Incorrect
—	Punct	Punct	O	NA
on	Eng	Eng	O	Correct
trial	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
La	Spn	Spn	O	Correct
realidad	Spn	Spn	O	Correct
era	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
papá	Spn	Spn	O	Correct
no	Spn	Spn	O	Correct
había	Spn	Spn	O	Correct
hecho	Spn	Spn	O	Correct
nada	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Ni	Spn	Spn	O	Correct
siquiera	Spn	Spn	O	Correct
había	Spn	Spn	O	Correct
visto	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
tal	Spn	Spn	O	Correct
Jean	NamedEnt	Eng	PERSON/PERSON	Correct
in	Eng	Eng	O	Correct
over	Eng	Eng	O	Correct
20	Num	Num	O	NA
years	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
eso	Spn	Spn	O	Correct
sí	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
we	Eng	Eng	O	Correct
put	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
through	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
wringer	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERSON	Correct
was	Eng	Eng	O	Correct
beautiful	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
supongo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
women	Eng	Eng	O	Correct
were	Eng	Eng	O	Correct
pretty	Eng	Eng	O	Correct
much	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
throwing	Eng	Eng	O	Correct
themselves	Eng	Eng	O	Correct
at	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Claro	Spn	Spn	O	Correct
like	Eng	Eng	O	Correct
Kissinger	NamedEnt	Eng	PERSON/PERSON	Correct
said	Eng	Eng	O/PERSON	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
poder	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
máximo	Spn	Spn	O	Correct
afrodisíaco	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
So	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
doesn’t	Eng	Eng	O	Correct
even	Eng	Eng	O	Correct
matter	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
un	Spn	Spn	O	Correct
hombre	Spn	Spn	O	Correct
puede	Spn	Spn	O	Correct
ser	Spn	Spn	O	Correct
barrigudo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
calvo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
gordo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
feo	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
atroz	Spn	Spn	O	Correct
pero	Spn	Spn	O	Correct
if	Eng	Eng	O	Correct
he’s	Eng	Eng	O	Correct
perceived	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
power	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
hasta	Spn	Spn	O	Correct
puede	Spn	Spn	O	Correct
ser	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
poder	Spn	Spn	O	Correct
metafórico	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
académico	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
mean	Eng	Eng	O	Correct
come	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
!	Punct	Punct	O	NA
)	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
guess	Eng	Eng	O	Correct
there’ll	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
chix	NonStEng	Eng	O	NA
lined	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
at	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
ready	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
poor	Eng	Eng	O	Correct
men	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ni	Spn	Spn	O	Correct
cuenta	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
dan	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
They	Eng	Eng	O	Correct
think	Eng	Eng	O	Correct
it’s	Eng	Eng	O	Correct
all	Eng	Eng	O	Correct
about	Eng	Eng	O	Correct
them	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Their	Eng	Eng	O	Correct
seductiveness	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Their	Eng	Eng	O	Correct
irresistibleness	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ay	Spn	Spn	O	Correct
pobres	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
anyway	Eng	Eng	O	Correct
una	Spn	Spn	O	Correct
vez	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
cuando	Spn	Spn	O	Correct
le	Spn	Spn	O	Correct
acompañé	Spn	Spn	O	Correct
a	Spn	Eng	O	Incorrect
Daddy	NamedEnt	Eng	O/PERSON	Correct
al	Spn	Spn	O	Correct
MLA	NamedEnt	Spn	O/ORGANIZATION	Correct
en	Spn	Spn	O	Correct
San	NamedEnt	Spn	LOCATION/LOCATION	Correct
Francisco	NamedEnt	Spn	LOCATION/LOCATION	Correct
,	Punct	Punct	O	NA
una	Spn	Spn	O	Correct
huevona	Spn	Spn	O	Correct
actually	Eng	Eng	O	Correct
tried	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
hit	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
una	Spn	Spn	O	Correct
chilena	Spn	Spn	O	Correct
wannabe	Eng	Eng	O	Correct
novelihta	NonStSpn	Spn	O	NA
)	Punct	Punct	O	NA
.	Punct	Punct	O	NA
Luego	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
vio	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
mí	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
imaginaba	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
I	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
his	Eng	Eng	O	Correct
young	Eng	Eng	O	Correct
lover	Eng	Eng	O	Correct
y	Spn	Spn	O	Correct
desistió	Spn	Spn	O	Correct
!	Punct	Punct	O	NA
As	Eng	Eng	O	Correct
if	Eng	Eng	O	Correct
!	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
ojo	Spn	Spn	O	Correct
:	Punct	Punct	O	NA
mamá	Spn	Spn	O	Correct
gave	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
good	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
she	Eng	Eng	O	Correct
got	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
porque	Spn	Spn	O	Correct
también	Spn	Spn	O	Correct
hubo	Spn	Spn	O	Correct
muchas	Spn	Spn	O	Correct
escenas	Spn	Spn	O	Correct
like	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
time	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
remember	Eng	Eng	O/MISC	Correct
Daddy	NamedEnt	Eng	O/MISC	Correct
shouting	Eng	Eng	O/MISC	Correct
if	Eng	Eng	O/MISC	Correct
that	Eng	Eng	O/MISC	Correct
French	Eng	Eng	O/MISC	Correct
jerk	Eng	Eng	O/MISC	Correct
ever	Eng	Eng	O	Correct
calls	Eng	Eng	O	Correct
here	Eng	Eng	O	Correct
again	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
colega	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
high	Spn	Eng	O	Incorrect
school	Spn	Eng	O	Incorrect
en	Spn	Spn	O	Correct
Los	NamedEnt	Spn	LOCATION/MISC	Correct
Angeles	NamedEnt	Spn	LOCATION/MISC	Correct
where	Eng	Eng	O/MISC	Correct
she	Eng	Eng	O/MISC	Correct
taught	Eng	Eng	O/MISC	Correct
French	Eng	Eng	O/MISC	Correct
and	Eng	Eng	O/MISC	Correct
Spanish	Eng	Eng	O/MISC	Correct
;	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
pobre	Spn	Spn	O	Correct
franchute	Spn	Spn	O	Correct
had	Eng	Eng	O	Correct
fallen	Eng	Eng	O	Correct
hard	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
her	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
,	Punct	Punct	O	NA
that’s	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
I’m	Eng	Eng	O	Correct
leaving	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
You’ll	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
see	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
again	Eng	Eng	O	Correct
!	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
anyway	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
we	Eng	Eng	O	Correct
put	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
through	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
wringer	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
time	Eng	Eng	O	Correct
about	Eng	Eng	O	Correct
la	Spn	Spn	O	Correct
Jean	NamedEnt	Eng	PERSON/LOCATION	Correct
,	Punct	Punct	O	NA
como	Spn	Spn	O	Correct
decía	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Hasta	Spn	Spn	O	Correct
going	Eng	Eng	O	Correct
through	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
box	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
old	Eng	Eng	O	Correct
stuff	Eng	Eng	O	Correct
encontramos	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
foto	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
su	Spn	Spn	O	Correct
ex-novia	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
judía	Spn	Spn	O	Correct
mexicana	Spn	Spn	O	Correct
Sofía	NamedEnt	Spn	PERSON/PERSON	Correct
he	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
engaged	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
before	Eng	Eng	O	Correct
he	Eng	Eng	O	Correct
even	Eng	Eng	O	Correct
met	Eng	Eng	O/MISC	Correct
Mom	NamedEnt	Eng	O/MISC	Correct
(	Punct	Punct	O	NA
she	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
pretty	Eng	Eng	O	Correct
cute	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
nothing	Eng	Eng	O	Correct
compared	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
mamá	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
allí	Spn	Spn	O	Correct
mamá	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
enfureció	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
nuevo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
what	Eng	Eng	O	Correct
are	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
doing	Eng	Eng	O	Correct
still	Eng	Eng	O	Correct
with	Eng	Eng	O	Correct
this	Eng	Eng	O	Correct
old	Eng	Eng	O	Correct
picture	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Joe	NamedEnt	Eng	PERSON/PERSON	Correct
?	Spn	Punct	O	Incorrect
Y	Spn	Spn	O	Correct
bueno	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
finalmente	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
tiró	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Or	Eng	Eng	O	Correct
maybe	Eng	Eng	O	Correct
la	Spn	Spn	O	Correct
escondió	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
